one,two,three,four,key
-0.0304983,-0.38056626,0.482507159,0.004528753,6
1.00378859,-0.68890343,-0.627384064,0.704902458,P
-1.466970793,-0.086289273,-1.829226992,-0.212290061,G
-1.07101254,-1.461017424,1.337435757,2.297508304,B
-1.594759987,-1.095686732,-0.941550587,-1.540257507,U
-0.621688855,0.613429557,-0.756052306,0.647458294,B
-0.891974107,0.50788756,-0.220682668,0.062232525,R
-1.186331643,-0.450562349,-0.546765767,-1.057265993,2
-0.166791135,-1.105683939,-0.078869545,0.052164467,C
-0.188106065,-0.248578049,0.49097112,1.547711679,H
-0.138187582,1.187740633,1.902460121,0.95390272,H
0.10403778,-0.113550963,0.764308215,-0.918112488,Q
-0.010589125,1.300180684,0.796238871,0.982547429,O
-1.025152456,0.896530652,-2.336380144,1.033231904,1
1.851356573,-1.359367363,2.396932857,0.21464762,8
0.683998574,0.638675296,-0.2772961,-0.996665032,R
0.086146371,-0.918117143,-0.541719771,0.536130968,K
0.841856773,0.913906539,-2.5750787,0.794486917,L
-0.890223308,0.582864428,-0.999817944,0.472839465,Y
0.365284774,1.439141462,1.549641899,-0.181554053,J
0.172716412,0.202306824,0.956202782,-0.14527685,B
-0.830696473,2.152075512,1.15964228,1.237278624,Y
1.0789793,0.031308787,-0.13467201,0.438420093,N
0.505521796,0.563120003,0.752423767,1.25290898,1
0.120993682,0.416448592,-0.643344449,0.585661215,U
-0.686920732,0.439469047,0.320119462,0.841976599,R
1.540677414,-0.824946412,1.046444357,-0.890283086,D
-1.630690192,0.46783817,0.299393737,-0.086504905,5
0.633494779,-0.186524009,0.927626965,0.143163919,V
0.308635854,-0.112857308,0.762842219,-1.072977083,J
-1.627050674,-0.978151413,0.154744636,-1.229036707,Q
0.314846984,0.097988846,0.1996083,0.955193468,R
1.666907128,0.992005251,0.496127673,-0.686391015,T
0.010602838,0.708539635,-1.258710921,0.226540953,R
0.118692814,-0.714454714,-0.501342445,-0.25476393,3
0.302616231,-2.011527357,-0.628084547,0.768826864,O
-0.098572126,1.769086455,-0.215026976,-0.0530762,O
-0.019057933,1.964994056,0.73853793,-0.883775929,8
-0.595349058,0.001781205,-1.423355335,-1.458477239,A
1.392170491,-1.396559628,-1.425306261,-0.847535141,7
-0.896028543,-0.152287245,1.924483224,0.365183971,V
-2.274641727,-0.901873739,1.500351631,0.996540538,S
-0.301897558,1.019905788,1.102160333,2.62452609,W
-2.548388967,-0.585373738,1.496201467,-0.718814746,O
-0.064587963,0.759291883,-1.568414858,-0.420933038,M
-0.143365411,-1.111759547,-1.815580867,0.435273613,S
-0.0704124,-1.055920962,0.338016709,-0.440762524,D
0.649148,0.994272913,-1.384227246,0.485120032,P
-0.370768722,0.40435634,-1.051628462,-1.050898912,B
-0.409980112,0.155627076,-0.818989654,1.277350133,D
0.301213589,-1.11120335,0.668257684,0.671921856,F
1.821117029,0.416444799,0.173874079,0.50511843,O
0.068803645,1.32275858,0.802346253,0.223617809,Q
2.311895879,-0.417070325,-1.409598526,-0.515820726,L
-0.47989297,-0.650418531,0.74515212,-0.646037877,J
0.523330749,0.787112113,0.486066143,1.093155808,V
-0.362559432,0.598893993,-1.843201464,0.887291508,W
-0.096375551,-1.012998835,-0.657431481,-0.573315212,D
0.4679763,-0.03864854,-0.295344252,-1.824726227,1
-0.35889347,1.4044526,0.704964645,-0.200638304,H
-0.501840399,0.659253707,-0.421690619,-0.057688302,F
0.204886212,1.074133965,1.388361313,-0.982404023,L
0.354627914,-0.133115852,0.283762638,-0.837062962,E
1.817480016,0.742272723,0.419394844,-2.251035205,3
-0.776764319,0.935517747,-0.33287176,-1.875640854,G
-0.913134962,1.530623512,-0.572656719,0.477252253,X
0.358479538,-0.497571991,-0.367016188,0.507701779,D
-1.740877108,-1.160416581,-1.637830279,2.172201012,Q
0.240563738,-0.328249185,1.252155258,1.072796266,N
0.764018252,1.165476172,-0.639544263,1.49525752,W
0.571034923,-0.310537224,0.582437275,-0.29876518,T
2.317658109,0.430709506,-1.334215734,0.199679484,M
1.547770735,-1.119752925,-2.277633545,0.32958591,M
-1.310608117,0.401719087,-1.000987074,1.15670835,X
-0.08849644,0.634711729,0.153323986,0.415334751,Z
-0.018662826,-0.247487241,-1.446522157,0.750937749,T
-0.070127215,-1.579097261,0.120891795,0.671431885,E
-0.194677941,-0.49203915,2.35960485,0.319810396,H
-0.248617847,0.868706587,-0.492226144,-0.717959382,U
-1.091548954,-0.867110226,-0.647760443,-0.83256156,Q
0.6414043,-0.138821579,-0.621962804,-0.284839425,I
1.216408468,0.992686665,0.165161778,-0.069618608,1
-0.564474181,0.792832268,0.747052843,0.571675158,Y
1.759878995,-0.515665834,-0.230480686,1.362317224,9
0.126266091,0.309281376,0.382819961,-0.239199055,E
1.33436048,-0.100152167,-0.840730552,-0.643966598,C
-0.737620018,0.278087463,-0.05323524,-0.950971591,6
-1.148486485,-0.986292151,-0.144963115,0.124362404,K
1.630594492,0.243886206,0.468368306,1.258047874,R
1.044889532,0.080717539,0.857885543,-0.298381803,G
-0.262542542,-1.615198748,-1.087238714,0.759029075,N
0.020144071,1.107791566,-0.559435335,-0.48192521,G
-1.203915546,1.885343107,-0.080470407,0.250645893,L
0.366914549,-2.430086431,-1.053446963,0.346278884,X
0.434220473,-0.079862539,-0.422976748,-0.074272176,U
0.040665698,-1.810215703,-0.189192727,1.229266366,O
1.338459432,0.3384891,-0.213446105,2.32592342,M
0.572981073,0.782663875,1.307673211,1.619957253,9
0.762428447,-0.648528799,1.936514737,-1.159665613,F
-1.252045578,-1.53853949,1.042281382,0.623835122,T
-0.047530214,-0.4943102,-0.165460019,0.472929033,Y
0.124547712,0.73079145,-0.257526851,-1.511256649,5
0.801889238,-0.462780621,-1.734620833,0.674768319,P
-0.992306666,-1.096830079,-2.061794302,0.035390606,E
-0.109662775,2.577093766,0.913562522,0.61359405,E
-0.541680906,1.510031355,0.467944825,0.553225038,K
-0.079586574,-0.609923698,0.353834229,1.108030059,P
-0.043751646,-0.410666386,-0.729599036,0.263223372,W
-0.761490177,1.104181916,1.270608664,-0.319284452,Q
-0.804975073,0.559520138,1.052232265,-0.645574266,P
0.353941054,1.829962698,0.398922026,-1.522231317,T
1.541636405,0.478316069,-0.666760327,1.367174948,Y
-0.987620842,0.337534288,0.386934953,1.996143918,X
-0.35346232,-0.448433452,-0.420520292,0.606223207,J
-0.275687122,0.127910364,0.877755572,0.141774294,0
0.44888207,-0.01641032,-0.041434291,0.48309648,O
-0.043764958,-0.878445917,1.525075352,0.008223165,J
-0.064415584,0.080920575,0.644715202,0.393025121,8
0.015018309,-1.620300913,0.465865553,1.637376626,W
0.579715377,-0.565645982,-0.812128962,1.532802604,B
-0.324507167,1.853350636,-2.268609102,-0.355131709,U
-0.100246743,-1.954613958,0.132518775,0.836926753,O
0.275725088,0.349561139,-0.617722975,0.675990898,V
0.300486312,-0.914367342,-1.604608824,-0.905458499,L
-0.362382393,0.708360645,-0.388316739,-2.328762996,9
0.805330955,0.073616818,0.481166224,0.632620759,V
0.786095366,0.095137409,-1.049964729,1.828798331,M
0.207815027,1.40727519,-1.044799601,0.140207499,0
1.809749638,0.592023139,-0.146214837,-0.113817692,J
0.190562147,-2.886358759,0.514364781,-2.208118057,E
0.844977118,-0.164290185,0.218672396,0.099011548,K
0.195035085,-0.649590656,2.171663861,0.453465559,D
-0.056433365,1.758650435,-0.448091017,0.346784396,K
-0.112609154,-2.642457014,-0.487309942,-0.220507108,P
-1.395319122,0.573474014,-0.013323691,-1.307070486,5
-2.080272778,0.097498148,0.321489166,0.012607672,1
0.883171646,0.490426985,-0.799299286,-0.699668792,B
-0.138631967,-1.417844823,-0.199678278,1.199298675,N
-0.96157933,1.166246858,-1.124953323,0.201727836,V
1.301453477,1.077117137,0.560502461,0.859991127,X
0.063679344,-0.995532083,0.879547224,-0.012471308,A
-0.373381112,0.982861169,-0.037534145,-1.337855806,0
1.492292227,0.485490431,0.129313293,1.73356874,S
-0.908491527,0.498234276,-0.588843697,-0.903956188,O
1.137139758,0.977509104,-0.940993915,0.149012867,A
-1.049838031,2.453425099,1.230087414,-2.068507607,I
1.485198939,-0.806453458,-0.475087117,0.936801368,S
-0.790436911,1.82385153,0.47082674,0.898781976,I
2.024808084,0.03225065,1.315297421,-0.15643253,T
0.379253003,-1.059409241,-1.132068032,1.222296044,5
2.40321606,-1.792528364,-0.91757268,-0.886692972,6
1.249974708,1.491529966,0.371475806,-0.00046462,P
0.501130601,-1.85245098,1.110354347,0.508864734,C
1.106521282,0.0981531,0.789793235,1.192692543,5
-0.540542595,1.78256922,0.051931096,0.463867656,E
-0.10197989,0.981720222,1.106990181,-1.752269329,G
0.632107381,-0.761419236,1.427930441,-0.046928359,G
1.009778609,-0.608379337,-1.405105056,-1.175054059,P
-0.602747945,-0.182503514,-0.768163968,1.260686358,I
-0.039105434,-0.069509982,-1.35805194,-0.29285862,N
-0.345100574,-0.179476871,-0.904657664,-0.071286747,M
-0.759495119,0.225916246,2.235871761,-0.004489808,3
-1.68677052,0.742275517,0.485875996,1.798507113,U
0.145697316,0.805037296,0.35036183,-0.540234679,L
2.487653696,-0.147867122,0.580688201,-0.305696173,M
0.380165913,-0.59248328,0.393693378,-0.463216603,C
0.963549026,-1.550301927,-0.944962257,0.121546254,H
-0.040384613,-0.312648568,-1.196603909,1.075043186,7
0.938356628,-0.235761104,-0.077360311,1.162150155,C
0.190303261,-0.425472861,0.362347382,-0.688710661,R
0.256419161,0.082669419,-2.302758248,-0.44611522,Z
0.690971665,0.871498396,0.948468892,0.644683368,C
-1.157781325,0.093696178,-0.765272816,-0.724766825,J
-0.295462234,-0.83281715,1.490203739,-0.420786205,O
0.132722962,-1.255780389,1.370007717,1.144489918,T
-0.111380676,0.572076203,1.807961905,1.090204744,T
0.178699746,-1.608832348,2.174614839,-1.351738498,U
1.202182567,0.179582552,0.202061215,-0.731213132,U
-0.674446571,-0.184702666,0.706721251,0.718680804,N
1.765535446,-0.95193158,0.32014651,-1.159349525,K
-1.247884986,-0.725490485,0.541997606,-0.126572144,H
-1.164044546,-0.647618961,-0.550283266,1.164943404,2
1.816132556,-0.393382466,-1.212910115,-0.317186598,N
0.499882891,-1.183631101,-0.638619315,-0.785336776,J
1.228498894,1.253479117,-0.221459415,-0.065413197,0
1.018951279,-0.423936861,-1.724553435,-0.823409084,S
-0.169892939,0.30107184,1.40996063,-0.516055941,6
0.883067868,0.950612784,0.783765906,0.776406924,O
1.032778213,-0.092930329,0.600042005,0.173515461,Q
-0.249224588,-0.064820101,-0.012763055,0.030472649,B
0.556590447,1.976901404,0.130668937,2.71966409,F
0.161075642,-1.314939538,-0.605192051,-0.732212975,V
-1.84206222,0.010914696,-0.01323302,-0.298259425,C
1.727237101,1.674584174,-0.988291322,0.512445217,M
-0.19038639,-0.18438501,1.163292133,-1.059895789,M
0.693111339,0.815751495,-2.388694725,-0.201710174,7
-0.062112673,-0.009849645,0.65845266,0.782909763,U
0.880939752,-0.70739113,-0.750939056,-0.042381458,6
-0.592837624,-0.700117211,0.831351965,-1.158910842,5
1.628349796,0.404618215,0.086334333,0.278913545,E
0.210544278,-0.909438189,0.903899754,0.471579104,A
0.033606495,-0.88290026,-0.345729265,-0.317833493,S
-0.075574402,-0.616260178,-0.342470998,0.850522271,0
-1.26295071,-0.167273238,1.457807429,-0.375636095,M
-0.289513268,-0.927606335,0.950207337,1.234067213,E
1.346532271,1.083389342,-0.840822696,0.525032166,W
0.69821258,-1.263537023,0.03458885,-1.082713148,9
-0.798004161,-1.301794553,-1.956852412,-1.284120076,I
0.042611218,-0.175943188,-1.015977279,0.668173595,E
1.522649229,2.291392479,1.506445057,-0.448051016,W
0.549118372,-0.439673137,0.651228777,2.648046277,Z
0.119467771,0.224633362,-0.462936522,1.410155532,O
-0.323899441,-0.11527812,-2.247625127,0.271304099,G
-0.569092885,1.860056104,-2.552600545,-0.433538186,U
0.112111474,-0.84579784,1.006310202,1.138831883,Z
-0.499492135,0.916414675,-1.045215126,-0.507578203,M
0.376336175,0.764118507,0.935520357,-0.594284324,L
0.04355196,-1.133113908,1.839959959,1.076890768,K
0.085215661,2.510964458,-1.05481406,0.67369968,C
-1.78187927,-1.085402129,-0.052362176,-1.07072107,H
0.8956744,1.221778291,0.35494395,-2.72080074,B
0.178964297,-1.240360383,0.21670326,-0.931038266,A
0.751110936,-1.677541357,-1.845294272,0.472624179,Y
-0.174065305,0.417375706,0.675685794,0.976129683,O
0.469285344,0.468042648,0.740358198,-3.173508802,9
-0.414343092,-0.847569597,0.321460577,-2.575767405,M
0.947170682,0.32853901,0.19405476,-0.530855171,H
0.280983722,2.218109682,0.04301901,0.105970933,V
1.368775363,0.314364311,0.237928036,0.826479814,O
-0.55665387,0.677243772,-0.048745187,0.481484592,G
1.275352252,-1.636604901,-0.907082517,-0.842150167,A
0.354484776,0.336961106,-0.877360547,1.943402955,K
1.630410803,-0.107837335,-0.452669704,0.511911012,3
2.130821742,-0.513612859,-0.589272752,0.270246731,Q
1.133030085,-0.920498984,-0.411477789,-0.001257733,F
-0.022368447,-0.165693213,1.487502507,-1.560971085,H
-1.597817504,-0.544169576,0.565075786,1.288176668,H
-0.641428916,0.376689595,-0.153789314,-0.512960527,X
0.314357377,-0.962541937,-0.541512534,-1.15616489,X
0.088339556,0.814274132,-0.304655359,0.792676034,0
-0.241961772,-0.629315403,-2.212602334,-0.374105158,U
-1.181734914,-0.596941681,0.274344398,0.273126365,W
-0.216653075,-0.736039143,-0.695235904,0.421187734,A
-0.210084441,0.708076753,1.54565512,-1.58704506,F
-0.194803691,-0.215578248,0.69182945,-0.099275297,0
0.555034364,-0.628948162,-0.550886205,-1.303585385,Z
-0.001325533,0.23497908,0.305587215,1.174984718,V
-0.505884715,0.289074547,-1.017536685,0.086234836,I
0.818458303,-0.077423943,-1.535596922,-0.727323014,O
-0.739837815,0.654747516,0.77589288,0.911725982,M
-0.157668661,0.010576537,-0.473290819,-0.114977255,Q
1.582072755,1.211350772,0.277131433,0.637144297,B
-0.704190049,0.127875997,1.052502729,0.209073871,6
-0.389367804,-0.932913661,-0.998024963,0.563616911,A
-0.558272131,-0.161774896,-1.538066596,0.613443319,Z
-0.158497066,1.349013244,-0.47515779,-1.033058724,C
0.407671432,0.254556508,-1.560824564,1.125627608,0
-0.653921367,0.027579088,-1.396293698,0.913825227,B
-2.576925499,0.338165037,0.519442976,-2.303307142,X
-0.842865347,1.082165093,-0.646397861,-1.135006869,K
-0.494181289,0.104939493,0.827236858,1.055114332,S
1.155761685,-0.06600777,0.236058822,0.309968189,8
-0.687534474,-0.026354494,0.106619281,2.474901636,N
0.64951756,-1.177810515,-0.954277458,-0.339043658,U
-0.423467778,0.638837715,-0.039034658,0.145446358,Q
0.082738288,-0.472712216,0.480072118,2.01998684,L
0.268893321,-1.484845623,-1.637639866,-2.325580078,A
-0.107129695,-1.112419958,-1.270698225,0.848296772,B
-1.045440778,0.79720272,-0.350622813,-1.154111641,K
0.419680914,-1.202554971,0.374432783,-0.556201528,2
0.203280886,0.94704454,0.990641968,0.061858671,X
2.092124148,0.906692468,1.327444457,1.098019981,Y
0.426330492,0.775431381,-0.540806607,0.483395085,P
1.652039449,-0.887319815,-2.174533338,1.286617771,F
1.014085189,0.771958447,0.391397553,1.349604772,N
-0.268733297,0.145778432,1.148384879,-0.055859169,F
1.17460855,0.611714412,0.51517852,-0.185847596,Q
-2.405018662,-0.16028333,2.322082486,-0.944042521,R
0.423191687,0.095786774,-0.887767669,-0.741621278,B
-1.242079524,0.371923551,0.16677714,1.010489333,Q
1.293471808,1.144530364,-1.481266988,-0.441601572,A
-1.126853007,-1.037226485,-0.239714171,1.173218784,A
-1.062208914,1.192261826,-0.775447577,-1.225011751,A
-0.372656417,-0.485827703,0.534654941,-1.212244564,U
-0.020036253,-1.333035142,2.189450394,-0.249190151,N
-0.577762744,-0.389902048,0.488137596,0.626000838,H
-0.766540645,0.713716561,-1.018256327,1.889361167,G
-1.738700037,-0.336053519,-0.992538495,1.421204181,V
-0.56821585,-1.848143845,0.863834662,1.322281427,E
1.321858171,1.008873448,0.254607529,-1.342099301,H
-1.443118194,0.240571274,0.792943937,0.073668331,R
0.440871905,1.122574034,-0.755518791,-0.71692821,Y
1.515095857,1.335474365,-0.910115691,0.051177577,6
2.023579563,1.096807399,-1.348178405,0.264341888,O
-0.361315167,1.01065214,2.55387891,-0.089575109,P
-0.994547759,-0.457568171,2.218482808,-1.278251474,F
0.132032388,-1.305137148,-0.536163371,-1.280055331,A
1.161764326,0.818181671,0.015119188,0.283321533,N
-1.039420806,1.134517436,-2.225790197,0.059204005,R
-0.867388839,0.398072218,2.053797257,0.73456284,Y
1.453001759,0.569163455,0.198247662,0.465205548,A
-0.095428299,0.42838642,-0.405097534,-1.39724911,M
-1.173270312,0.159077812,1.927651138,-0.210691347,K
1.04396636,-0.1041106,-0.249275629,-0.020779301,F
0.280528851,1.601091359,0.561331366,0.868630989,D
-0.659952829,-2.303160163,0.248001069,0.942725736,L
0.790583884,-0.983115534,0.874531,0.809282002,L
-1.175910929,2.151986967,-0.080927714,-0.431623621,K
-0.261109739,-0.516069628,1.135387917,-0.761319801,U
0.70342384,0.449614099,-1.593578247,-1.155399897,M
1.116450418,-0.274068941,-0.029747787,-0.433413277,X
-0.35730867,-0.529398312,0.205417526,0.10842849,O
0.423229027,2.089096113,0.923674782,1.502726518,W
0.217126083,1.282361415,-0.978428564,0.26361345,I
-0.443397942,0.676989998,0.638588634,-0.873794919,Q
1.005342002,0.682462255,1.200273336,0.193455111,I
1.376209857,1.148046218,-1.194932914,-0.024651055,N
0.745346523,-0.88602503,-0.437063214,2.124740742,Q
0.620059226,-1.371442688,0.722629755,1.637960079,T
0.006306994,-1.331341527,0.064961649,-0.572398252,1
-0.19847735,0.684455814,-0.147475221,0.581648941,C
0.681178437,0.283488753,-0.20125717,-0.837272455,Q
-3.726863726,2.152632177,0.986711235,-1.273956292,N
1.23296535,-0.872075212,1.125733941,-1.269691984,S
1.680717776,-0.795061675,0.429541562,0.907959686,V
0.012603346,-0.559558,1.170093015,-0.755084321,0
0.478687852,-0.923803097,-1.621413315,1.122108923,N
0.654912901,0.051571437,2.016147964,0.652618167,9
-0.840524554,-0.155627932,0.992245694,0.818994763,K
0.167651456,-0.12648316,-0.215923091,-0.551816954,K
-1.694869053,-0.251793822,0.643791694,1.051484389,2
1.158910641,1.192041313,-0.474725241,-1.188532997,H
-0.359609404,-0.742869704,-1.434231986,-0.412530337,T
0.527893711,0.084068026,2.368529647,-0.003023699,B
0.388307345,0.969655421,-0.162391115,-0.25634919,3
-0.27008023,-1.25575149,-0.356178529,1.231406415,H
0.082012804,-0.523347238,-0.298926081,-2.259246487,H
-1.401528999,0.293567238,0.915068681,-0.697823683,V
-0.342039154,0.204837023,0.96539132,0.219577217,J
1.588455831,-0.269371964,-0.298398892,-0.017321563,Z
0.367102717,-0.208086568,-0.251701416,-0.522192759,M
0.197511461,-0.502179218,-1.736854181,1.234516458,R
1.552527575,-1.332353671,-0.227917886,-0.817040668,M
0.304381622,1.406603031,0.373171731,0.446836979,Z
-1.405558619,-0.70187947,1.793801494,-0.370494731,D
-0.290145817,0.466116594,1.019924192,-0.091318244,A
-0.046104311,0.87355737,0.660301204,0.46309339,Z
-1.577011588,-2.119284498,1.805621129,-0.283501179,E
0.340372367,0.382560936,0.00031075,0.452416589,V
1.617485133,0.325101331,-0.560042107,0.944086449,O
0.268348057,-0.373019728,0.433140418,-0.868285773,P
0.599410557,-1.053006368,-0.0612465,0.890921721,Y
-1.767323553,0.564682563,-0.274611662,-0.17466649,E
0.00758864,1.506446748,1.903477612,0.416104169,D
-0.109962465,-0.920116628,1.823191727,-1.427934786,4
0.645940279,0.441283165,0.724278886,0.726794558,V
1.189912778,-0.453600708,1.207129243,-0.241784996,R
1.209582608,0.651352041,0.384909739,0.5601299,5
-0.835033146,0.186814148,0.099420779,-0.540764054,M
0.923118168,-1.349525136,1.986288849,1.099943935,G
-0.169421149,1.093335155,-0.047652071,-0.085705125,6
-0.367094823,-0.764236642,0.525876451,0.358030321,P
-1.150006932,0.8249406,-0.8715909,0.058123758,L
1.497399862,-0.81933416,0.017392294,-0.037313883,F
-0.317808433,1.235653052,0.129119462,-0.750614455,0
0.895324477,1.738289406,-0.789496165,1.56141462,J
-2.323375944,-0.086484081,-0.937811233,0.975500071,6
0.749856964,-1.469870674,2.674433774,-0.835017757,7
-0.631610955,-0.828862136,-0.120593931,-1.000736778,9
-0.722216454,-0.507615854,0.252700306,-0.196934532,R
-1.12139973,-0.830073504,-1.556150567,1.372112489,X
1.255334255,-0.09154851,-1.092049642,1.431610434,W
-2.088979558,-1.03384019,-0.175709667,-0.044958914,B
-0.593835822,-0.1255924,-0.148472855,0.824293452,D
-0.853371415,-1.050392037,-1.636552187,-0.531499125,A
0.184960337,0.724280895,-1.303613781,0.042783197,O
-0.234229357,-2.156776208,0.665154263,0.652184896,B
-0.54299504,0.391323101,-0.623618973,-0.638090846,M
1.036986148,0.499677025,1.148363707,-0.467138973,I
0.762713395,-0.337945754,-0.239413016,-0.662794634,G
0.749977252,0.712538194,1.001916898,-0.996523167,S
0.171084491,-0.255490209,0.102048257,-0.316482515,W
1.9325253,0.24631284,-0.141026812,-0.530162228,O
-1.057745091,-0.974924407,-0.138163668,0.507494274,D
1.450925293,-0.757698388,-0.095352046,-0.783242478,T
-0.85149196,0.531830081,-0.000884833,1.090088448,X
-1.455229926,-1.651306421,0.176941162,0.872048144,B
1.614927373,-1.213212044,-0.481253085,-0.417013546,E
-0.084470707,-0.277350251,1.45142975,0.084764074,J
-0.51811264,0.226027523,-0.511796005,-0.919189801,Y
-0.972865816,1.004205108,0.120233141,0.0420246,K
2.833891463,-2.101260366,-0.429481838,-0.46351505,J
-0.12827035,-0.543379558,-0.221872914,-1.029007,E
1.247967266,0.12885031,-1.559185434,0.044222536,W
0.273832208,0.522074012,-0.30834208,2.699276267,X
0.70201214,0.711724434,1.163335539,0.296342566,X
-1.016164339,-0.354133699,0.344964062,-0.991717146,P
1.063248827,-1.609780165,1.585452342,0.266229477,J
-0.345091856,-1.783732552,0.995363381,-0.133127352,3
0.580272911,0.858169735,-0.411593834,0.23703277,A
0.24225138,-0.0145725,-0.54643225,0.329856322,J
0.399690119,1.883216781,-0.567522296,0.406623115,N
-0.388245286,1.919551779,-0.905066937,0.67833115,K
0.53374389,1.906746014,0.543798075,-1.308828029,M
-0.978300645,-0.936582646,0.090409153,-0.218279914,V
0.339442345,-0.280249622,-1.007011856,-2.80808361,X
-1.670403652,0.076664669,1.298030201,-0.763384229,M
0.673709174,1.492748742,0.547974023,-0.214530043,V
-0.860414392,-1.054173176,-0.213906071,2.004594044,Z
-0.697103088,0.482458728,-0.61826929,0.46832546,X
-1.595699258,0.747178515,0.439321734,0.375915184,B
0.640864163,-0.928822635,0.139355578,-0.740331952,S
0.504642371,0.081301162,-0.524630775,0.122069395,P
-1.560576355,-1.408741302,0.54464081,0.9395804,A
0.876947072,0.969391779,-1.06937456,0.173287157,R
-0.995747667,-0.962385195,1.25743133,-0.631645561,V
0.50023555,-0.891189447,0.463303712,-0.394501231,O
-2.687334524,-0.240996973,-0.588066956,-0.355681966,T
1.112291925,-0.026862516,-0.144076658,0.364360511,R
0.236182901,0.113043321,-1.38045375,0.028792333,J
-1.093494191,-0.946562497,0.149382352,-0.190454424,O
0.676450249,0.904576347,0.854621268,0.323596422,B
1.841711739,0.439631156,-1.265121509,-0.713028744,K
-1.128605278,-0.498973014,-0.07996283,0.176692485,B
0.767857132,-0.511653489,-2.18141436,-0.225151027,S
2.219223395,-1.507157866,0.901498948,0.474151148,3
-0.030438871,0.912498133,1.780497295,0.437121619,G
1.03866082,-0.390588986,1.521633985,1.431298779,T
-0.5628477,0.630243211,-0.055076707,-2.031741999,1
-0.838190894,1.910500592,1.784924481,-0.128931949,G
0.289629649,1.530672907,-1.678070101,1.18281869,U
-0.458333386,1.229671569,-0.038086864,0.961370489,A
0.60727092,-1.161727669,1.128580891,0.477947174,V
1.136750961,-0.617244498,-0.103224928,1.273974709,7
-0.499357001,0.082417651,0.88632543,-0.889349933,X
-0.053078633,-0.431909165,-0.819709901,-0.184382552,S
0.554388858,-3.415448082,-1.008007947,0.095636436,B
-0.437517906,1.416218008,-1.223695605,-0.983090517,R
-0.562207056,0.266432403,0.282217486,-0.572416653,4
0.282379065,0.261255126,0.389700127,-1.350305454,B
1.03683079,0.417989493,-0.203445978,0.483798676,S
-0.468093396,0.346607094,-1.773747732,0.77859294,M
0.439716273,-0.543873067,0.113143589,-0.889963519,O
-1.374947064,1.858125611,0.67014135,1.643450397,2
-0.854070608,0.015122598,0.606645378,-0.924788887,6
-1.064914178,-0.752264274,0.635654031,-0.847768534,B
0.328037719,-2.201035091,-0.640834772,-0.762974021,6
-0.45449134,-1.296816906,2.021386987,0.7404822,Z
0.495932977,-0.706393241,0.515892205,-1.664528895,X
1.015098113,0.254481366,0.284005106,0.08461789,W
1.110090509,-1.078437353,-0.415990547,-2.497072099,T
-0.787877349,0.023629706,0.791347035,-0.153286528,8
0.074120542,2.946736708,0.432237323,-1.322222082,I
0.353428551,-0.247717313,0.027099109,-0.872751726,H
1.22420514,0.71034534,0.406203542,1.362394363,L
-0.350708061,-2.263328042,0.280187558,0.996977921,A
0.207885889,1.219362599,0.120394429,1.41648178,B
0.32176743,0.997814545,-0.141008953,-0.21422307,C
-1.343528408,-0.396485092,-1.638347337,-1.006331531,6
0.022319258,-0.704375089,0.789894079,-1.780649254,E
-1.539439263,0.535849749,1.976509323,1.146052469,C
1.72177032,0.110357738,-1.42699107,0.302452804,Z
-0.122782703,1.017952896,-0.485182089,-0.757532732,W
1.437881569,0.462308988,0.645183804,-0.488187633,T
0.252518544,-0.893763986,-1.451020144,-0.037571471,P
1.428140019,-0.307382228,0.835236233,0.318658935,C
-0.653512584,-0.826898222,0.365600389,-0.343441776,A
0.648526065,0.382165728,0.837119818,2.05771303,O
-0.294030958,1.866947434,-2.424641045,-0.594399244,0
0.546135513,-1.165290991,-0.069493086,0.839442562,Y
0.055590317,0.460796082,1.480777373,-1.173949722,N
0.911487344,0.336340805,-0.89038989,-0.131222395,L
-0.907505124,-0.773818498,0.123461397,1.72381383,J
0.11895046,0.898642337,1.359423481,-0.025139502,E
-0.878654567,-1.640172626,-1.324033673,1.131210591,S
-0.019509069,0.876112936,-1.549757812,1.65096517,G
-0.003943391,-0.100710552,0.089326041,1.220398054,S
-0.047169297,-0.834209871,-1.417680376,-0.992629006,O
1.408108809,-1.297373171,0.331663636,0.227962746,M
-1.254859016,0.37976943,0.234047834,-0.412161263,E
0.532226558,-0.576430067,0.433982527,-1.034566339,T
-0.440185698,-0.920559501,-0.886908087,-0.717393448,C
1.755843528,0.583304752,-0.023001789,-1.240222409,X
0.326275027,1.118900236,2.100198977,-0.302665366,D
0.024880083,-0.717322432,1.408195803,0.961345834,0
-2.338187004,1.448026619,-1.882318628,0.090920615,S
-2.329397537,0.226032598,-0.359550306,-0.545551685,Y
-0.203604288,-0.371016242,-0.120284759,-1.316812692,L
1.626647041,0.296329949,0.314340904,-0.03174155,H
1.915538375,0.902880161,0.408402966,0.380035755,F
-1.0953779,-1.436462335,-0.136635739,-0.076472229,8
-1.588549937,-0.192420493,-0.125518628,-0.116337655,Z
0.677292248,0.021535621,-1.54365114,-0.254481873,P
0.146032559,0.956711496,-0.116032918,-1.118259094,G
0.162938608,-0.176831264,-0.517488651,-0.086483018,K
0.446003821,1.42139105,1.864232712,-0.231943636,D
-0.766637482,0.849321807,-2.271482353,0.097941365,L
-2.212325575,0.371240254,0.076707917,0.579677916,U
0.449887859,-0.38298199,0.535168019,-0.13904902,B
